1834,55
1036,60
1190,92
1951,36
1295,84
1351,117
1614,102
1777,67
1484,84
1771,61
1206,70
1635,45
1982,100
1156,46
1457,76
1061,123
1084,46
1365,104
1716,50
1278,92
1325,58
1588,50
1611,70
2007,73
2027,97
1769,32
1880,126
1512,86
2043,93
1387,54
2077,94
1375,117
1611,35
1550,92
1489,48
1056,46
2089,130
1471,115
2030,99
1587,105
1796,66
1507,84
1140,110
1729,59
1405,116
2025,78
1736,131
1521,107
1297,40
1566,127
1180,63
2001,50
1917,96
2022,116
1064,84
1931,64
1304,107
1003,110
1672,76
1819,116
1738,105
1162,116
1185,40
1526,111
1355,51
1761,106
1942,54
1634,32
1701,74
1717,70
1117,54
1998,131
1280,74
1657,80
1647,36
2002,40
1205,64
1647,53
1564,56
1067,94
1874,47
1429,36
1028,112
1113,125
1697,100
1447,110
1040,67
1857,63
1489,40
1452,80
1605,106
1267,95
1507,86
1116,61
1526,106
1885,121
1403,131
1322,70
1823,107
1630,35
1593,85
1770,85
1122,94
1650,36
2097,80
1218,129
1858,33
1533,94
1012,58
1212,43
1090,33
1805,76
1556,35
1340,54
1689,127
1880,65
1876,33
1911,50
1869,44
1340,96
2003,83
2019,116
1545,35
2044,121
1088,99
1082,54
1699,32
1396,37
1721,94
1259,114
2029,76
1774,38
2008,120
1146,72
1540,52
1481,122
1100,34
1500,47
1377,87
1390,76
1624,45
1802,123
1102,120
1783,80
1180,116
1722,51
1631,88
1003,87
1392,120
1289,33
1095,67
1657,88
2085,82
1380,39
1181,36
1694,70
1244,76
1425,100
1543,92
1776,33
1212,95
1648,84
1489,92
1146,59
1841,36
1111,115
1491,93
1010,130
1268,42
1975,55
1003,129
2000,100
1454,104
1094,62
2022,124
1525,96
1692,81
1300,112
1319,41
1268,98
1734,77
1456,70
1725,58
1739,32
2094,114
2015,84
1234,109
1643,103
1817,118
1186,46
1711,57
1632,52
1914,56
1910,106
1313,62
1100,47
1441,60
2081,63
2006,50
1462,57
1508,87
1278,98
1094,87
2025,106
1631,70
1495,79
1682,90
1552,107
1083,131
2012,43
1199,36
1187,113
1228,74
1420,89
1095,42
1224,72
1057,131
1243,97
1842,58
1737,96
2098,127
1222,90
1432,129
1244,55
1685,45
1940,56
1422,42
1028,108
1344,41
2008,101
1317,83
1999,89
1848,44
1697,108
1057,77
1815,70
1383,83
1024,56
1245,107
1453,127
1536,97
1494,96
1663,52
1406,78
1245,92
1766,101
1286,72
1788,77
1789,115
1312,119
1057,76
1659,100
1427,131
1377,70
2004,108
1410,96
1229,112
2082,62
1053,62
1374,68
2025,100
1520,118
1287,57
1810,104
1976,70
1364,92
2010,131
1083,96
1799,95
1041,117
1694,97
1183,61
1006,97
1027,45
1780,129
1075,39
1305,112
1557,79
1945,94
1862,124
1471,90
1625,105
1852,117
1485,41
1528,108
1709,90
2011,87
1411,73
1536,73
1628,76
1094,127
1302,55
1782,96
1342,40
2083,117
1109,124
1190,87
1884,115
1471,64
1108,56
1832,115
1067,124
1477,43
1256,119
1721,113
1432,87
1430,57
1759,125
1046,50
1891,109
2017,57
1847,79
1808,99
1387,38
1577,101
1480,103
1835,73
2027,109
1102,57
1308,116
1802,107
2057,61
1657,120
1098,69
1073,130
1818,37
1168,65
1582,124
1308,67
1683,94
1598,130
1941,48
1684,119
1433,89
2005,42
1766,38
1690,129
1649,127
1724,101
1385,117
1013,108
1949,118
1769,94
1656,50
1372,39
1668,117
1682,101
1532,120
1280,80
1068,48
1180,93
1333,95
1729,40
1074,120
1056,106
1689,126
1226,46
1660,39
2031,75
1377,48
1845,62
1982,108
1071,62
1146,79
1470,98
1663,129
1385,69
1334,112
1158,41
1016,64
1751,117
1919,92
1483,89
1573,125
1651,125
1653,105
2090,81
1437,129
1749,61
1144,86
2063,115
1666,91
1125,35
1731,32
1256,82
1623,84
1784,126
1378,101
1474,38
1506,125
1247,85
1719,131
1428,40
1754,120
1714,73
1924,37
1178,103
1231,92
1879,83
2014,104
1163,99
1396,44
1971,59
2046,106
1694,48
1186,78
2003,107
1303,42
1079,92
1779,126
1067,64
2050,108
1983,45
1081,76
1777,113
1510,125
1798,116
2058,58
1116,59
1424,112
1324,103
1400,54
1175,127
1138,96
1512,108
1440,96
1262,64
1375,79
1547,76
1068,61
1256,122
1312,112
1138,70
1074,130
1104,104
2012,48
1126,71
1649,85
1385,119
1759,100
1284,50
1864,129
1974,63
1911,72
1049,82
1941,120
1048,85
1135,84
1906,65
1091,101
1402,37
1256,123
1020,127
1804,104
1998,127
1407,91
1073,63
1840,84
1437,95
2093,57
1125,94
1405,64
1460,108
1746,70
1918,128
1784,79
1600,46
1636,65
2077,87
1585,73
1464,55
1315,112
1782,66
1267,125
1123,130
1535,59
2075,112
1009,119
1964,88
1960,86
1379,39
1878,39
1715,105
2072,111
1105,128
1142,128
1948,63
1360,32
1878,68
1133,53
1525,57
1527,38
1010,117
1619,119
1904,112
1330,77
1857,83
1606,125
1931,102
1959,101
1160,73
1156,110
1378,51
1021,74
1488,43
1335,82
2032,108
1281,81
1844,97
1219,128
1182,53
1291,113
1034,105
1166,101
1578,102
1201,112
1344,107
1691,77
1049,68
1842,59
1733,86
2046,80
2016,91
1903,131
1374,98
1447,121
1492,111
2091,59
1807,93
1599,41
1793,87
1915,65
1629,53
1849,103
1380,53
1607,127
1554,57
1374,38
1593,92
1021,114
1711,52
2028,124
1481,60
2010,37
1952,93
1558,49
1403,118
1154,122
1277,118
1663,35
1303,104
1309,123
2015,50
1178,62
1725,90
1154,114
1186,82
1194,110
1933,127
1569,43
1050,89
1881,32
1607,86
1677,36
1697,38
2082,93
1872,104
1345,112
1592,86
1107,127
2002,34
1017,81
1251,81
1583,102
1723,80
1998,86
1264,129
1917,118
2089,57
1640,129
1011,108
1883,88
1785,34
1370,69
1653,112
1532,91
1369,79
1340,119
1211,55
1940,87
1750,95
1785,80
1599,89
1490,58
1882,50
1141,40
1622,111
1870,89
1239,112
1529,77
1043,77
1145,95
1252,78
2084,114
1524,57
1390,95
1803,64
1407,33
1598,97
1109,130
1259,122
1392,99
1340,32
1937,32
1084,123
1929,89
1420,67
1569,60
1376,70
1394,38
2082,43
2032,70
1681,85
1817,116
1285,92
1108,106
1610,73
1657,108
1142,101
1756,116
1684,98
1618,61
1460,130
1455,46
1379,98
1359,36
1414,102
1281,36
1599,42
1038,61
1368,99
1006,121
1958,64
1106,34
1339,117
2006,56
1218,78
1499,86
1887,65
1159,55
1271,109
2022,124
1110,108
1301,73
1039,106
1379,116
1938,71
1712,82
1750,51
1081,119
1401,52
1509,84
2089,99
2000,73
1243,125
2023,124
1868,46
1537,84
1438,123
1909,96
1024,69
1916,108
1599,84
1245,112
1025,77
1380,110
1491,94
2018,130
1402,57
1385,102
1197,43
1133,79
2099,63
1438,48
1340,93
1842,93
1678,96
2021,105
2004,74
1858,34
1112,63
1814,61
1252,114
1179,100
1754,116
1306,76
1749,79
1234,64
1708,97
1914,77
2013,83
1110,92
1722,47
1944,100
1026,89
1014,131
1277,75
1710,124
1740,43
1624,56
1290,89
1912,39
1739,120
1429,48
1055,66
1859,117
1454,73
1038,32
1651,58
1818,37
2091,57
1610,36
2024,109
1389,108
1709,120
1603,44
2070,57
1233,61
1243,112
2073,34
2041,96
1875,112
1086,123
1001,125
2049,76
1047,64
1728,130
1225,61
1753,48
1809,69
1239,34
1924,37
1390,105
1216,100
1164,39
1482,40
1660,131
1460,61
1707,99
1825,68
1763,86
1583,97
1493,56
1633,54
1205,32
1439,67
1533,66
1829,103
1804,98
1270,119
1620,48
1563,34
1298,117
2059,116
1696,47
1509,40
1173,33
1733,122
1650,123
1750,61
1565,54
1776,130
1633,40
1827,130
1349,96
1442,68
1973,56
1388,104
1155,61
1958,58
1219,89
1100,39
1474,106
1687,56
1876,75
2070,63
1514,70
1161,88
1417,59
1756,67
1268,69
1180,94
1770,91
1450,130
1082,84
1965,42
1489,111
1500,54
2047,43
1850,90
1677,52
1689,121
1879,81
2008,107
1702,50
1002,54
1749,42
1053,122
1121,35
1650,116
1446,37
1024,41
1283,72
1498,40
1999,75
1179,66
1777,107
1581,37
1771,48
1166,105
1085,129
1550,72
1489,111
1699,106
2053,118
1890,43
1868,35
1105,94
1509,117
1563,120
1158,115
1112,83
1999,34
1385,94
1149,46
1136,124
1820,61
1132,94
1304,124
1524,73
1541,40
1915,112
1137,74
1853,46
1990,36
1578,111
1807,66
1882,34
1763,41
1048,66
1428,83
1847,94
1547,81
1587,56
2083,102
1599,131
1449,107
1855,72
1889,117
1224,43
1781,126
1461,125
1209,33
1192,93
1591,54
1428,48
1759,112
1863,76
1097,81
2074,102
1943,70
1875,63
1970,36
1708,32
1395,71
2037,75
1314,70
1568,41
1102,126
1837,76
1532,82
2060,88
1861,85
1975,58
2070,47
1194,130
1351,116
1030,63
1692,56
1388,109
1508,42
